id,program_idx,file_path,idx,src,dst,src_code,dst_code,sa_lb_direct,sa_lb,da_lb,dst_name_match,dst_funcname,actual_lb,actual_lb_trans,is_static,src_class,mvs,src_ancestors,src_descendants,dst_class,dst_ancestors,dst_descendants,invocation_line,receiver_object,declared_type,runtime_type,class_B,method_x_calls_method_y,your_explanation
10,2,../replication_package/raw_data/urlcf7851e92b_Triploblastic_CSCD350_FinalProject_tgz-pJ8-MazeGame_MazeJ8/wala0cfa.csv,1484,GameOverLogic/GameOverObserver.update:(Ljava/util/Observable;Ljava/lang/Object;)V,GameOverLogic/HighScoresWindow.setData:(Ljava/lang/String;LGameOverLogic/GameOverObserver;)V,"@Override
public void update(Observable o, Object arg) {
    ((GameOverBehavior) arg).Behave();
    if (Player.getInstance().getPoints() > Integer.parseInt(highScores[9][1])) {
        String name = (String) JOptionPane.showInputDialog(Maze.mainWindow, ""Please enter your name"", ""New high score!"", JOptionPane.PLAIN_MESSAGE, null, null, null);
        insertScore(name, Player.getInstance().getPoints());
        serializeHighScores();
    }
    hsWindow = new HighScoresWindow();
    hsWindow.setData(parseToString(), this);
    hsWindow.setVisible(true);
    hsWindow.setModalityType(ModalityType.APPLICATION_MODAL);
    hsWindow.setBounds(Maze.mainWindow.getBounds());
    try {
        Thread.sleep(7000);
    } catch (InterruptedException e) {
        e.printStackTrace();
    }
    hsWindow.dispose();
    int option = JOptionPane.showOptionDialog(Maze.mainWindow, ""Would you like to play again?"", ""Play again"", JOptionPane.YES_NO_OPTION, JOptionPane.PLAIN_MESSAGE, null, null, null);
    if (option == 0) {
        Maze.getInstance().reset();
    } else {
        Maze.mainWindow.dispose();
        System.exit(0);
    }
}","public void setData(String highScores, GameOverObserver parent) {
    this.highScores = highScores;
    this.parent = parent;
    textPane.setText(this.highScores);
}",1,1,0,TRUE,setData,1,1,FALSE,GameOverLogic.GameOverObserver,,[java.util.Observer],[],GameOverLogic.HighScoresWindow,[javax.swing.JDialog][java.awt.event.ActionListener],[],"hsWindow.setData(parseToString(), this);",hsWindow,HighScoresWindow,HighScoresWindow,GameOverLogic.HighScoresWindow,YES,"The method `update()` is a bit lengthy, but I can clearly define the objective. My goal is to find the `setData` method of the class `HighScoresWindow` within the `update()` method. By scanning the code of the `update()` method, I found the line ""hsWindow.setData(parseToString(), this);"" which calls the `setData` method, where the receiver object is `hsWindow`. In the line of code above it, ""hsWindow = new HighScoresWindow();"", it can be inferred that the actual runtime type of `hsWindow` is `HighScoresWindow`. Therefore, this calling relationship is reasonable."
11,3,../replication_package/raw_data/urldd9e4ada6f_kirillF_sample_jenkins_project_tgz-pJ8-com_bigfatplayer_hello_AppJ8/wala0cfa.csv,282,com/bigfatplayer/hello/AppServer.run:()V,org/apache/thrift/transport/TServerSocket.<init>:(I)V,"@Override
public void run() {
    CalculatorServer cs = new CalculatorServer();
    Calculator.Processor processor = new Calculator.Processor(cs);
    TServerTransport serverTransport = null;
    try {
        serverTransport = new TServerSocket(9090);
    } catch (TTransportException e) {
        e.printStackTrace();
    }
    TServer server = new TThreadPoolServer(new TThreadPoolServer.Args(serverTransport).processor(processor));
    server.serve();
}","class TServerSocket { void TServerSocket ( int a0, ) { return void1; }",1,1,1,TRUE,TServerSocket,1,1,FALSE,com.bigfatplayer.hello.AppServer,,[java.lang.Runnable],[],org.apache.thrift.transport.TServerSocket,,,serverTransport = new TServerSocket(9090);,serverTransport,TServerSocket,TServerSocket,org.apache.thrift.transport.TServerSocket,YES,"My goal is to find the constructor of `TServerSocket` within the `run` function. While reading the code lines of the `run` function, I found ""serverTransport = new TServerSocket(9090);"" which calls the constructor. Therefore, I infer that the receiver object is `serverTransport`, and its runtime type must be `TServerSocket`, as indicated by the earlier line ""TServerTransport serverTransport = null;""."
12,3,../replication_package/raw_data/urldd9e4ada6f_kirillF_sample_jenkins_project_tgz-pJ8-com_bigfatplayer_hello_AppJ8/wala0cfa.csv,1407,com/bigfatplayer/hello/CalculatorServer.calculate:(ILcom/bigfatplayer/hello/Work;)I,org/apache/log4j/config/PropertySetterException.getMessage:()Ljava/lang/String;,"@Override
public int calculate(int log_id, Work w) throws TException {
    System.out.println(log_id);
    return w.getNum1() + w.getNum2();
}",class PropertySetterException { String getMessage ( ) { return String1; },0,1,0,FALSE,getMessage,0,0,FALSE,com.bigfatplayer.hello.CalculatorServer,,[com.bigfatplayer.hello.Calculator$Iface],[],org.apache.log4j.config.PropertySetterException,,,nonexistent,nonexistent,nonexistent,nonexistent,org.apache.log4j.config.PropertySetterException,NO,I carefully examined the code lines of method x and did not find any traces of the invocation of method y. So I guess the answer is no.
13,3,../replication_package/raw_data/urldd9e4ada6f_kirillF_sample_jenkins_project_tgz-pJ8-com_bigfatplayer_hello_AppJ8/wala0cfa.csv,1463,com/bigfatplayer/hello/CalculatorServer.ping:()V,org/apache/log4j/NameValue.toString:()Ljava/lang/String;,"@Override
public void ping() throws TException {
    System.out.println(""Ping"");
}",class NameValue { String toString ( ) { return String1; },0,1,0,FALSE,toString,0,0,FALSE,com.bigfatplayer.hello.CalculatorServer,,[com.bigfatplayer.hello.Calculator$Iface],[],org.apache.log4j.NameValue,,,nonexistent,nonexistent,nonexistent,nonexistent,org.apache.log4j.NameValue,NO,I carefully examined the code lines of method x and did not find any traces of the invocation of method y. So I guess the answer is no.
14,3,../replication_package/raw_data/urldd9e4ada6f_kirillF_sample_jenkins_project_tgz-pJ8-com_bigfatplayer_hello_AppJ8/wala0cfa.csv,2648,com/bigfatplayer/hello/CalculatorServer.calculate:(ILcom/bigfatplayer/hello/Work;)I,org/apache/log4j/Priority.equals:(Ljava/lang/Object;)Z,"@Override
public int calculate(int log_id, Work w) throws TException {
    System.out.println(log_id);
    return w.getNum1() + w.getNum2();
}","class Priority { boolean equals ( Object a0, ) { return boolean1; }",0,1,0,FALSE,equals,0,0,FALSE,com.bigfatplayer.hello.CalculatorServer,,[com.bigfatplayer.hello.Calculator$Iface],[],org.apache.log4j.Priority,,,nonexistent,nonexistent,nonexistent,nonexistent,org.apache.log4j.Priority,NO,I carefully examined the code lines of method x and did not find any traces of the invocation of method y. So I guess the answer is no.
15,4,../replication_package/raw_data/urld558a3d988_gao715108023_resourceMonitor_tgz-pJ8-com_sinopec_agent_AgentJ8/wala0cfa.csv,13,com/sinopec/agent/infocollect/DynamicMemInfo.getMemInfoFromProc:()V,org/apache/commons/logging/LogConfigurationException.getCause:()Ljava/lang/Throwable;,"public void getMemInfoFromProc() {
    int totalMem = 0;
    int freeMem = 0;
    int usedMem = 0;
    FileReader reader = null;
    BufferedReader br = null;
    try {
        reader = new FileReader(""/proc/meminfo"");
        br = new BufferedReader(reader);
        String str = null;
        while ((str = br.readLine()) != null) {
            StringBuilder sbb = new StringBuilder();
            char c = ' ';
            for (int i = 0; i < str.length(); i++) {
                char ch = str.charAt(i);
                if (ch != c) {
                    sbb.append(ch);
                }
            }
            str = sbb.toString();
            String[] a = str.split("":"");
            if (a[0].equals(""MemTotal"")) {
                Matcher m = Pattern.compile(""\\d+"").matcher(a[1]);
                while (m.find()) {
                    totalMem = totalMem + Integer.parseInt(m.group(0));
                    totalMem = totalMem / 1024;
                }
            }
            if (a[0].equals(""MemFree"")) {
                Matcher m = Pattern.compile(""\\d+"").matcher(a[1]);
                while (m.find()) {
                    freeMem = freeMem + Integer.parseInt(m.group(0));
                    freeMem = freeMem / 1024;
                }
            }
            usedMem = totalMem - freeMem;
        }
        SharedArea.dynamicInfoSerializable.setTotalMemory(totalMem);
        SharedArea.dynamicInfoSerializable.setUsedMemory(usedMem);
        SharedArea.dynamicInfoSerializable.setIdleMemory(freeMem);
    } catch (FileNotFoundException e) {
        LOG.error(LogUtils.getTrace(e));
    } catch (IOException e) {
        LOG.error(LogUtils.getTrace(e));
    } finally {
        try {
            if (br != null)
                br.close();
            if (reader != null)
                reader.close();
        } catch (IOException e) {
            LOG.error(LogUtils.getTrace(e));
        }
    }
}",class LogConfigurationException { Throwable getCause ( ) { return Throwable1; },0,1,0,FALSE,getCause,0,0,FALSE,com.sinopec.agent.infocollect.DynamicMemInfo,,[java.lang.Runnable],[],org.apache.commons.logging.LogConfigurationException,,,nonexistent,nonexistent,nonexistent,nonexistent,org.apache.commons.logging.LogConfigurationException,NO,I carefully examined the code lines of method x and did not find any traces of the invocation of method y. So I guess the answer is no.
16,4,../replication_package/raw_data/urld558a3d988_gao715108023_resourceMonitor_tgz-pJ8-com_sinopec_agent_AgentJ8/wala0cfa.csv,224,com/sinopec/agent/infocollect/DynamicCPUInfo.run:()V,com/sinopec/agent/infocollect/DynamicCPUInfo.convertToCPUInfo:()V,"@Override
public void run() {
    while (running) {
        try {
            convertToCPUInfo();
            try {
                Thread.sleep(samplingInterval);
            } catch (InterruptedException e) {
                e.printStackTrace();
            }
        } catch (IOException e) {
            LOG.error(LogUtils.getTrace(e));
        }
    }
}","public void convertToCPUInfo() throws IOException {
    float userTime = 0;
    float niceTime = 0;
    float systemTime = 0;
    float iowaitTime = 0;
    float idleTime = 0;
    StringBuffer allUserTime = new StringBuffer();
    StringBuffer allNiceTime = new StringBuffer();
    StringBuffer allSystemTime = new StringBuffer();
    StringBuffer allIowaitTime = new StringBuffer();
    StringBuffer allIdleTime = new StringBuffer();
    Map<String, double[]> mapB = getInfoFromStat();
    try {
        Thread.sleep(500);
    } catch (InterruptedException e) {
        e.printStackTrace();
    }
    Map<String, double[]> mapA = getInfoFromStat();
    Iterator<Map.Entry<String, double[]>> iterA = mapA.entrySet().iterator();
    Iterator<Map.Entry<String, double[]>> iterB = mapB.entrySet().iterator();
    while (iterA.hasNext() && iterB.hasNext()) {
        Map.Entry<String, double[]> entryA = iterA.next();
        Map.Entry<String, double[]> entryB = iterB.next();
        if (entryA.getKey().equals(""cpu"")) {
            double[] buffer = calculateCPUInfo(entryA, entryB);
            userTime = (float) buffer[0];
            niceTime = (float) buffer[1];
            systemTime = (float) buffer[2];
            idleTime = (float) buffer[3];
            iowaitTime = (float) buffer[4];
        } else {
            double[] buffer = calculateCPUInfo(entryA, entryB);
            allUserTime.append(String.valueOf(buffer[0]));
            allUserTime.append(""@@"");
            allNiceTime.append(String.valueOf(buffer[1]));
            allNiceTime.append(""@@"");
            allSystemTime.append(String.valueOf(buffer[2]));
            allSystemTime.append(""@@"");
            allIdleTime.append(String.valueOf(buffer[3]));
            allIdleTime.append(""@@"");
            allIowaitTime.append(String.valueOf(buffer[4]));
            allIowaitTime.append(""@@"");
        }
    }
    SharedArea.dynamicInfoSerializable.setUserTime(userTime);
    SharedArea.dynamicInfoSerializable.setNiceTime(niceTime);
    SharedArea.dynamicInfoSerializable.setSystemTime(systemTime);
    SharedArea.dynamicInfoSerializable.setIowaitTime(iowaitTime);
    SharedArea.dynamicInfoSerializable.setIdleTime(idleTime);
    SharedArea.dynamicInfoSerializable.setAllUserTime(allUserTime.toString().substring(0, allUserTime.length() - 2));
    SharedArea.dynamicInfoSerializable.setAllNiceTime(allNiceTime.toString().substring(0, allNiceTime.length() - 2));
    SharedArea.dynamicInfoSerializable.setAllSystemTime(allSystemTime.toString().substring(0, allSystemTime.length() - 2));
    SharedArea.dynamicInfoSerializable.setAllIowaitTime(allIowaitTime.toString().substring(0, allIowaitTime.length() - 2));
    SharedArea.dynamicInfoSerializable.setAllIdleTime(allIdleTime.toString().substring(0, allIdleTime.length() - 2));
}",1,1,1,TRUE,convertToCPUInfo,1,1,FALSE,com.sinopec.agent.infocollect.DynamicCPUInfo,,[java.lang.Runnable],[],com.sinopec.agent.infocollect.DynamicCPUInfo,[java.lang.Runnable],[],convertToCPUInfo();,this,com.sinopec.agent.infocollect.DynamicCPUInfo,com.sinopec.agent.infocollect.DynamicCPUInfo,com.sinopec.agent.infocollect.DynamicCPUInfo,YES,"The funcname of method y is 'convertToCPUInfo', so the invocation_line in method x is 'convertToCPUInfo();'. Analyzing 'convertToCPUInfo();,' we deduce that the receiver object is 'this'. Thus, the runtime type of the receiver object is class_A[com.sinopec.agent.infocollect.DynamicCPUInfo] matching class_B. As a result, the 'run()' method invokes the 'convertToCPUInfo()' method."
17,4,../replication_package/raw_data/urld558a3d988_gao715108023_resourceMonitor_tgz-pJ8-com_sinopec_agent_AgentJ8/wala0cfa.csv,538,com/sinopec/agent/infocollect/DynamicProcessInfo.run:()V,com/sinopec/agent/infocollect/DynamicProcessInfo.getProcessInfoFromProc:()V,"@Override
public void run() {
    while (running) {
        getProcessInfoFromProc();
        try {
            Thread.sleep(samplingInterval);
        } catch (InterruptedException e) {
            e.printStackTrace();
        }
    }
}",class DynamicProcessInfo { void getProcessInfoFromProc ( ) { return void1; },1,1,1,TRUE,getProcessInfoFromProc,1,1,FALSE,com.sinopec.agent.infocollect.DynamicProcessInfo,,[java.lang.Runnable],[],com.sinopec.agent.infocollect.DynamicProcessInfo,[java.lang.Runnable],[],getProcessInfoFromProc();,this,DynamicProcessInfo,DynamicProcessInfo,com.sinopec.agent.infocollect.DynamicProcessInfo,YES,"My goal is to find the `getProcessInfoFromProc` method of the class `DynamicProcessInfo` within the `run` function. While reading the code lines of the `run` function, I found ""getProcessInfoFromProc();"" which calls the method. The receiver object is implicitly `this`, and both its declared type and runtime type are the class where method `x` resides, which is `DynamicProcessInfo`."
18,4,../replication_package/raw_data/urld558a3d988_gao715108023_resourceMonitor_tgz-pJ8-com_sinopec_agent_AgentJ8/wala0cfa.csv,672,com/sinopec/agent/infocollect/DynamicCPUInfo.run:()V,com/sinopec/utils/LogUtils.getTrace:(Ljava/lang/Throwable;)Ljava/lang/String;,"@Override
public void run() {
    while (running) {
        try {
            convertToCPUInfo();
            try {
                Thread.sleep(samplingInterval);
            } catch (InterruptedException e) {
                e.printStackTrace();
            }
        } catch (IOException e) {
            LOG.error(LogUtils.getTrace(e));
        }
    }
}","class LogUtils { String getTrace ( Throwable a0, ) { return String1; }",1,1,0,TRUE,getTrace,1,1,FALSE,com.sinopec.agent.infocollect.DynamicCPUInfo,,[java.lang.Runnable],[],com.sinopec.utils.LogUtils,[],[],LOG.error(LogUtils.getTrace(e));,LogUtils,LogUtils,LogUtils,com.sinopec.utils.LogUtils,YES,"My goal is to find the `getTrace` method of the class `LogUtils` within the `run` function. While reading the code lines of the `run` function, I found ""LOG.error(LogUtils.getTrace(e));"" which calls the method inside the `LOG.error` method. The receiver object is the static class `LogUtils`, and both its declared type and runtime type are the class itself, which is `LogUtils`."
19,4,../replication_package/raw_data/urld558a3d988_gao715108023_resourceMonitor_tgz-pJ8-com_sinopec_agent_AgentJ8/wala0cfa.csv,941,com/sinopec/agent/infocollect/DynamicDiskIOInfo.getDiskIOInfoByCmd:()V,com/sinopec/agent/infocollect/DynamicDiskIOInfo.run:()V,"public void getDiskIOInfoByCmd() {
    double ioTs = 0;
    double readSpeed = 0;
    double readKB = 0;
    double writeSpeed = 0;
    double writeKB = 0;
    List<String> diskNameList = getDiskNameByFile();
    String commond = ""iostat -d -k"";
    BufferedInputStream bis = null;
    BufferedReader br = null;
    Runtime runtime = Runtime.getRuntime();
    try {
        Process p = runtime.exec(commond);
        bis = new BufferedInputStream(p.getInputStream());
        br = new BufferedReader(new InputStreamReader(bis));
        String lineStr;
        while ((lineStr = br.readLine()) != null) {
            lineStr = lineStr.trim().replaceAll("" {2,}"", "" "");
            String[] array = lineStr.split("" "");
            if (diskNameList.contains(array[0])) {
                ioTs += Double.parseDouble(array[1]);
                readSpeed += Double.parseDouble(array[2]);
                writeSpeed += Double.parseDouble(array[3]);
                readKB += Double.parseDouble(array[4]);
                writeKB += Double.parseDouble(array[5]);
            }
        }
        readKB /= 1024;
        writeKB /= 1024;
        try {
            if (p.waitFor() != 0) {
                if (p.exitValue() == 1)
                    LOG.error(""Command execution failed!"");
            }
        } catch (InterruptedException e) {
            LOG.error(LogUtils.getTrace(e));
        }
    } catch (IOException e) {
        LOG.error(LogUtils.getTrace(e));
    } finally {
        try {
            if (br != null)
                br.close();
            if (bis != null)
                bis.close();
        } catch (IOException e) {
            LOG.error(LogUtils.getTrace(e));
        }
    }
    SharedArea.dynamicInfoSerializable.setIoTs((int) ioTs);
    SharedArea.dynamicInfoSerializable.setReadKB((int) readKB);
    SharedArea.dynamicInfoSerializable.setReadSpeed((int) readSpeed);
    SharedArea.dynamicInfoSerializable.setWriteKB((int) writeKB);
    SharedArea.dynamicInfoSerializable.setWriteSpeed((int) writeSpeed);
}","@Override
public void run() {
    while (running) {
        getDiskIOInfoByCmd();
        try {
            Thread.sleep(samplingInterval);
        } catch (InterruptedException e) {
            e.printStackTrace();
        }
    }
}",0,1,0,TRUE,run,0,0,FALSE,com.sinopec.agent.infocollect.DynamicDiskIOInfo,,[java.lang.Runnable],[],com.sinopec.agent.infocollect.DynamicDiskIOInfo,[java.lang.Runnable],[],nonexistent,nonexistent,nonexistent,nonexistent,com.sinopec.agent.infocollect.DynamicDiskIOInfo,YES,I carefully examined the code lines of method x and did not find any traces of the invocation of method y. So I guess the answer is no.
20,5,../replication_package/raw_data/url72c32f3c54_Quickhull3d_quickhull3d_tgz-pJ8-com_github_quickhull3d_SimpleExampleJ8/wala0cfa.csv,9,com/github/quickhull3d/QuickHull3D.buildHull:()V,com/github/quickhull3d/QuickHull3D.createInitialSimplex:()V,"protected void buildHull() {
    int cnt = 0;
    Vertex eyeVtx;
    computeMaxAndMin();
    createInitialSimplex();
    while ((eyeVtx = nextPointToAdd()) != null) {
        addPointToHull(eyeVtx);
        cnt++;
        LOG.debug(""iteration "" + cnt + "" done"");
    }
    reindexFacesAndVertices();
    LOG.debug(""hull done"");
}","protected void createInitialSimplex() throws IllegalArgumentException {
    double max = 0;
    int imax = 0;
    for (int i = 0; i < 3; i++) {
        double diff = maxVtxs[i].pnt.get(i) - minVtxs[i].pnt.get(i);
        if (diff > max) {
            max = diff;
            imax = i;
        }
    }
    if (max <= tolerance) {
        throw new IllegalArgumentException(""Input points appear to be coincident"");
    }
    Vertex[] vtx = new Vertex[4];
    vtx[0] = maxVtxs[imax];
    vtx[1] = minVtxs[imax];
    Vector3d u01 = new Vector3d();
    Vector3d diff02 = new Vector3d();
    Vector3d nrml = new Vector3d();
    Vector3d xprod = new Vector3d();
    double maxSqr = 0;
    u01.sub(vtx[1].pnt, vtx[0].pnt);
    u01.normalize();
    for (int i = 0; i < numPoints; i++) {
        diff02.sub(pointBuffer[i].pnt, vtx[0].pnt);
        xprod.cross(u01, diff02);
        double lenSqr = xprod.normSquared();
        if ( 
        lenSqr > maxSqr && pointBuffer[i] != vtx[0] && pointBuffer[i] != vtx[1]) {
            maxSqr = lenSqr;
            vtx[2] = pointBuffer[i];
            nrml.set(xprod);
        }
    }
    if (Math.sqrt(maxSqr) <= 100 * tolerance) {
        throw new IllegalArgumentException(""Input points appear to be colinear"");
    }
    nrml.normalize();
    double maxDist = 0;
    double d0 = vtx[2].pnt.dot(nrml);
    for (int i = 0; i < numPoints; i++) {
        double dist = Math.abs(pointBuffer[i].pnt.dot(nrml) - d0);
        if ( 
        dist > maxDist && pointBuffer[i] != vtx[0] && pointBuffer[i] != vtx[1] && pointBuffer[i] != vtx[2]) {
            maxDist = dist;
            vtx[3] = pointBuffer[i];
        }
    }
    if (Math.abs(maxDist) <= 100 * tolerance) {
        throw new IllegalArgumentException(""Input points appear to be coplanar"");
    }
    if (LOG.isDebugEnabled()) {
        LOG.debug(""initial vertices:"");
        LOG.debug(vtx[0].index + "": "" + vtx[0].pnt);
        LOG.debug(vtx[1].index + "": "" + vtx[1].pnt);
        LOG.debug(vtx[2].index + "": "" + vtx[2].pnt);
        LOG.debug(vtx[3].index + "": "" + vtx[3].pnt);
    }
    Face[] tris = new Face[4];
    if (vtx[3].pnt.dot(nrml) - d0 < 0) {
        tris[0] = Face.createTriangle(vtx[0], vtx[1], vtx[2]);
        tris[1] = Face.createTriangle(vtx[3], vtx[1], vtx[0]);
        tris[2] = Face.createTriangle(vtx[3], vtx[2], vtx[1]);
        tris[3] = Face.createTriangle(vtx[3], vtx[0], vtx[2]);
        for (int i = 0; i < 3; i++) {
            int k = (i + 1) % 3;
            tris[i + 1].getEdge(1).setOpposite(tris[k + 1].getEdge(0));
            tris[i + 1].getEdge(2).setOpposite(tris[0].getEdge(k));
        }
    } else {
        tris[0] = Face.createTriangle(vtx[0], vtx[2], vtx[1]);
        tris[1] = Face.createTriangle(vtx[3], vtx[0], vtx[1]);
        tris[2] = Face.createTriangle(vtx[3], vtx[1], vtx[2]);
        tris[3] = Face.createTriangle(vtx[3], vtx[2], vtx[0]);
        for (int i = 0; i < 3; i++) {
            int k = (i + 1) % 3;
            tris[i + 1].getEdge(0).setOpposite(tris[k + 1].getEdge(1));
            tris[i + 1].getEdge(2).setOpposite(tris[0].getEdge((3 - i) % 3));
        }
    }
    for (int i = 0; i < 4; i++) {
        faces.add(tris[i]);
    }
    for (int i = 0; i < numPoints; i++) {
        Vertex v = pointBuffer[i];
        if (v == vtx[0] || v == vtx[1] || v == vtx[2] || v == vtx[3]) {
            continue;
        }
        maxDist = tolerance;
        Face maxFace = null;
        for (int k = 0; k < 4; k++) {
            double dist = tris[k].distanceToPlane(v.pnt);
            if (dist > maxDist) {
                maxFace = tris[k];
                maxDist = dist;
            }
        }
        if (maxFace != null) {
            addPointToFace(v, maxFace);
        }
    }
}",1,1,1,TRUE,createInitialSimplex,1,1,FALSE,com.github.quickhull3d.QuickHull3D,"protected com.github.quickhull3d.Vertex[] pointBuffer;, protected java.util.Vector faces;, protected java.util.Vector horizon;",[],[],com.github.quickhull3d.QuickHull3D,[],[],createInitialSimplex();,this,com.github.quickhull3d.QuickHull3D,com.github.quickhull3d.QuickHull3D,com.github.quickhull3d.QuickHull3D,YES,"The receiver object is 'this'. The runtime type of the receiver object is class_A[com.github.quickhull3d.QuickHull3D], which is the same as class_B. So method buildHull() invokes method createInitialSimplex()."
21,5,../replication_package/raw_data/url72c32f3c54_Quickhull3d_quickhull3d_tgz-pJ8-com_github_quickhull3d_SimpleExampleJ8/wala0cfa.csv,96,com/github/quickhull3d/Face.computeCentroid:(Lcom/github/quickhull3d/Point3d;)V,com/github/quickhull3d/Vector3d.setZero:()V,"public void computeCentroid(Point3d centroid) {
    centroid.setZero();
    HalfEdge he = he0;
    do {
        centroid.add(he.head().pnt);
        he = he.next;
    } while (he != he0);
    centroid.scale(1 / (double) numVerts);
}","public void setZero() {
    x = 0;
    y = 0;
    z = 0;
}",1,1,1,TRUE,setZero,1,1,FALSE,com.github.quickhull3d.Face,"protected com.github.quickhull3d.HalfEdge he0;, protected com.github.quickhull3d.Face next;, protected com.github.quickhull3d.Vertex outside;",[],[],com.github.quickhull3d.Vector3d,[],[com.github.quickhull3d.Point3d],centroid.setZero();,centroid,Point3d,unknown,com.github.quickhull3d.Vector3d,YES,"The funcname of method y is 'setZero', so the invocation_line is 'centroid.setZero();' in method x. Considering the declaration 'Point3d centroid' in method x, the declared type of receiver object 'centroid' is Point3D, which is a descendant of class B[com.github.quickhull3d.Vector3d]. So it's likely that method x[Face.computeCentroid(Point3d centroid)] invokes method y[Vector3d.setZero()]."
22,6,../replication_package/raw_data/urlc98c3b97d2_Trimax_venta_tgz-pJ8-com_gesoftware_venta_structures_map_MapTestJ8/wala0cfa.csv,1,com/gesoftware/venta/network/Server.openServerSocket:()Z,com/gesoftware/venta/network/Server$Client.equals:(Ljava/lang/Object;)Z,"private boolean openServerSocket() {
    try {
        m_ServerSocket = new ServerSocket(m_Port);
        LoggingUtility.core(""Server started using port: "" + m_Port);
        return true;
    } catch (final IOException e) {
        LoggingUtility.error(""Can't listen using port: "" + m_Port);
    } catch (final Exception e) {
        LoggingUtility.error(""Can't listen using port: "" + m_Port);
    }
    return false;
}","@Override
public final boolean equals(final Object o) {
    return o instanceof Client && ((Client) o).getID().equals(m_ID);
}",0,1,0,FALSE,equals,0,0,FALSE,com.gesoftware.venta.network.Server,,[com.gesoftware.venta.network.IServer][java.lang.Runnable],[],com.gesoftware.venta.network.Server$Client,[],[],nonexistent,nonexistent,nonexistent,nonexistent,com.gesoftware.venta.network.Server$Client,NO,I carefully examined the code lines of method x and did not find any traces of the invocation of method y. So I guess the answer is no.
23,6,../replication_package/raw_data/urlc98c3b97d2_Trimax_venta_tgz-pJ8-com_gesoftware_venta_structures_map_MapTestJ8/wala0cfa.csv,62,com/gesoftware/venta/utility/HashUtility.generateHash:(Ljava/lang/String;)Ljava/lang/String;,com/gesoftware/venta/utility/HashUtility.getHash:(Ljava/lang/String;)Ljava/lang/String;,"public static String generateHash(final String string) {
    try {
        return getHash(string);
    } catch (final NoSuchAlgorithmException e) {
        LoggingUtility.error(""Can't calculate hash by string: "" + string);
    } catch (final UnsupportedEncodingException e) {
        LoggingUtility.error(""Can't calculate hash by string: "" + string);
    }
    return null;
}","private static String getHash(final String text) throws NoSuchAlgorithmException, UnsupportedEncodingException {
    final MessageDigest md = MessageDigest.getInstance(""SHA-1"");
    md.update(text.getBytes(""UTF-8""), 0, text.length());
    return convertToHex(md.digest());
}",1,1,1,TRUE,getHash,1,1,TRUE,com.gesoftware.venta.utility.HashUtility,,[],[],com.gesoftware.venta.utility.HashUtility,[],[],return getHash(string);,this,HashUtility,HashUtility,com.gesoftware.venta.utility.HashUtility,YES,"My goal is to find the `getHash` method of the class `HashUtility` within the `generateHash` function. While reading the code lines of the `generateHash` function, I found ""return getHash(string);"" which calls the `getHash` method. The receiver object is implicitly `this`, and both its declared type and runtime type are the class where method `x` resides, which is `HashUtility`."
24,6,../replication_package/raw_data/urlc98c3b97d2_Trimax_venta_tgz-pJ8-com_gesoftware_venta_structures_map_MapTestJ8/wala0cfa.csv,63,com/gesoftware/venta/actors/Theater.<init>:(I)V,com/gesoftware/venta/network/Server.<init>:(ILcom/gesoftware/venta/network/handlers/IServerHandler;)V,"public Theater(final int port) {
    m_Server = new Server(port, new ServerHandler());
}","public Server(final int port, final IServerHandler handler) {
    m_ServerHandler = handler;
    m_Port = port;
}",1,1,1,TRUE,Server,1,1,FALSE,com.gesoftware.venta.actors.Theater,,[java.lang.Runnable],[],com.gesoftware.venta.network.Server,[com.gesoftware.venta.network.IServer][java.lang.Runnable],[],"m_Server = new Server(port, new ServerHandler());",Server,Server,Server,com.gesoftware.venta.network.Server,YES,"It's evident that the `Theater` method calls the constructor of `Server`, hence inferring the `receiver object` as `Server`, with both the declared type and inferred type being `Server`."
25,6,../replication_package/raw_data/urlc98c3b97d2_Trimax_venta_tgz-pJ8-com_gesoftware_venta_structures_map_MapTestJ8/wala0cfa.csv,125,com/gesoftware/venta/network/Server.run:()V,com/gesoftware/venta/network/Server$Client.<init>:(Lcom/gesoftware/venta/network/Server;Ljava/net/Socket;)V,"@Override
public final void run() {
    if (!openServerSocket())
        return;
    new Thread(new Observer()).start();
    while (m_IsActive) {
        final Socket clientSocket = acceptConnection();
        if (clientSocket != null) {
            final Client client = new Client(clientSocket);
            LoggingUtility.core(""Client connected from: "" + clientSocket.getInetAddress().getHostAddress());
            if (m_ServerHandler.onConnect(client.getID(), clientSocket.getInetAddress())) {
                LoggingUtility.core(""Client approved with ID: "" + client.getID());
                client.start();
                addClient(client);
            } else
                closeConnection(clientSocket);
        }
    }
}","class Server$Client { void Server ( Server a0, Socket a1, ) { return void1; }",1,1,1,FALSE,Server$Client,1,1,FALSE,com.gesoftware.venta.network.Server,,[com.gesoftware.venta.network.IServer][java.lang.Runnable],[],com.gesoftware.venta.network.Server$Client,[],[],final Client client = new Client(clientSocket);,Client,Client,Client,com.gesoftware.venta.network.Server$Client,YES,"My goal is to find the constructor of the inner class `Client` within the `run` function. By scanning the code of the `run()` method, I found the line ""final Client client = new Client(clientSocket);"" which calls the constructor of `Client`. In this `invocation_line`, the receiver object is `Client`, with both the declared type and inferred type being `Client`."
