program_idx,file_path,idx,src,dst,src_code,dst_code,reason,offset,sa_lb_direct,sa_lb,da_lb,dst_name_match,dst_funcname,actual_lb,actual_lb_trans,is_static,src_class,mvs,src_ancestors,src_descendants,dst_class,dst_ancestors,dst_descendants
10,../replication_package/raw_data/url47087446e9_kellrott_SparqlScape_tgz-pJ8-org_json_TestJ8/wala0cfa.csv,3090,org/json/JSONObject.wrap:(Ljava/lang/Object;)Ljava/lang/Object;,org/json/JSONObject$Null.equals:(Ljava/lang/Object;)Z,"static Object wrap(Object object) {
    try {
        if (object == null) {
            return NULL;
        }
        if (object instanceof JSONObject || object instanceof JSONArray || object instanceof Byte || object instanceof Character || object instanceof Short || object instanceof Integer || object instanceof Long || object instanceof Boolean || object instanceof Float || object instanceof Double || object instanceof String || NULL.equals(object)) {
            return object;
        }
        if (object instanceof Collection) {
            return new JSONArray((Collection) object);
        }
        if (object.getClass().isArray()) {
            return new JSONArray(object);
        }
        if (object instanceof Map) {
            return new JSONObject((Map) object);
        }
        Package objectPackage = object.getClass().getPackage();
        String objectPackageName = (objectPackage != null ? objectPackage.getName() : """");
        if (objectPackageName.startsWith(""java."") || objectPackageName.startsWith(""javax."") || object.getClass().getClassLoader() == null) {
            return object.toString();
        }
        return new JSONObject(object);
    } catch (Exception exception) {
        return null;
    }
}","public boolean equals(Object object) {
    return object == null || object == this;
}",invocation_static,198,0,1,0,TRUE,equals,1,1,1,org.json.JSONObject,public static final java.lang.Object NULL;,[],[],org.json.JSONObject$Null,[],[]
10,../replication_package/raw_data/url47087446e9_kellrott_SparqlScape_tgz-pJ8-org_json_TestJ8/wala0cfa.csv,3091,org/json/JSONObject.wrap:(Ljava/lang/Object;)Ljava/lang/Object;,org/json/JSONStringer.toString:()Ljava/lang/String;,"static Object wrap(Object object) {
    try {
        if (object == null) {
            return NULL;
        }
        if (object instanceof JSONObject || object instanceof JSONArray || object instanceof Byte || object instanceof Character || object instanceof Short || object instanceof Integer || object instanceof Long || object instanceof Boolean || object instanceof Float || object instanceof Double || object instanceof String || NULL.equals(object)) {
            return object;
        }
        if (object instanceof Collection) {
            return new JSONArray((Collection) object);
        }
        if (object.getClass().isArray()) {
            return new JSONArray(object);
        }
        if (object instanceof Map) {
            return new JSONObject((Map) object);
        }
        Package objectPackage = object.getClass().getPackage();
        String objectPackageName = (objectPackage != null ? objectPackage.getName() : """");
        if (objectPackageName.startsWith(""java."") || objectPackageName.startsWith(""javax."") || object.getClass().getClassLoader() == null) {
            return object.toString();
        }
        return new JSONObject(object);
    } catch (Exception exception) {
        return null;
    }
}","public String toString() {
    return this.mode == 'd' ? this.writer.toString() : null;
}",invocation_polymorphism,198,0,1,0,TRUE,toString,0,0,1,org.json.JSONObject,public static final java.lang.Object NULL;,[],[],org.json.JSONStringer,[org.json.JSONWriter],[]
11,../replication_package/raw_data/url36deadcd05_SCass1986_spawncamping_cyril_tgz-pJ8-org_stephen_hashmap_MainJ8/wala0cfa.csv,283,org/stephen/hashmap/Main.testCache:(Lorg/stephen/hashmap/caches/ClassPropertyCache;I)V,org/stephen/hashmap/caches/lru/LeastRecentlyUsedCache.get:(Ljava/lang/String;)Ljava/lang/Object;,"private static void testCache(final ClassPropertyCache<PropertyKey, PropertyHolder> cache, final int testIterations) throws ClassNotFoundException {
    List<String> propertyList = getPropertyList();
    final String cacheClass = cache.getClass().getSimpleName();
    long iterationStartTime, iterationEndTime, startTime, endTime;
    final CacheObject cacheObject = new CacheObject(""stringValue"", 134678L, 10.99);
    startTime = System.nanoTime();
    for (int i = 0; i < testIterations; ++i) {
        for (final String property : propertyList) {
            iterationStartTime = System.nanoTime();
            cache.get(property).getValue(cacheObject);
            iterationEndTime = System.nanoTime();
            if (LOGGING_VERBOSE_ON) {
                if (i % 50 == 0) {
                    final long timeForIteration = iterationEndTime - iterationStartTime;
                    final String times = getTimeString(timeForIteration);
                    Logger.verbose(""[%05d] [%s] Time to retrieve property <%s>%-"" + (50 - property.length()) + ""s: %010d ns (%s)"", i, cacheClass, property, "" "", iterationEndTime - iterationStartTime, times);
                }
            }
        }
    }
    endTime = System.nanoTime() - startTime;
    Logger.info(""[%s] Total Time : %010d ns (%s)"", cacheClass, endTime, getTimeString(endTime));
}","class LeastRecentlyUsedCache { Object get ( String a0, ) { return Object1; }",invocation_polymorphism,81,1,1,1,TRUE,get,1,1,1,org.stephen.hashmap.Main,,[],[],org.stephen.hashmap.caches.lru.LeastRecentlyUsedCache,"[org.stephen.hashmap.caches.ClassPropertyCache<org.stephen.hashmap.caches.property.PropertyKeyFactory$PropertyKey, org.stephen.hashmap.caches.property.PropertyHolder>]",[]
11,../replication_package/raw_data/url36deadcd05_SCass1986_spawncamping_cyril_tgz-pJ8-org_stephen_hashmap_MainJ8/wala0cfa.csv,5576,org/stephen/hashmap/Main.getPropertyList:()Ljava/util/List;,org/apache/commons/logging/LogConfigurationException.getCause:()Ljava/lang/Throwable;,"private static List<String> getPropertyList() {
    List<String> propertyList = new ArrayList<>(3);
    propertyList.add(String.format(""%s.stringValue_01"", CacheObject.class.getName()));
    propertyList.add(String.format(""%s.stringValue_02"", CacheObject.class.getName()));
    propertyList.add(String.format(""%s.stringValue_03"", CacheObject.class.getName()));
    propertyList.add(String.format(""%s.stringValue_04"", CacheObject.class.getName()));
    propertyList.add(String.format(""%s.doubleValue_01"", CacheObject.class.getName()));
    propertyList.add(String.format(""%s.doubleValue_02"", CacheObject.class.getName()));
    propertyList.add(String.format(""%s.doubleValue_03"", CacheObject.class.getName()));
    propertyList.add(String.format(""%s.doubleValue_04"", CacheObject.class.getName()));
    propertyList.add(String.format(""%s.longValue_01"", CacheObject.class.getName()));
    propertyList.add(String.format(""%s.longValue_02"", CacheObject.class.getName()));
    propertyList.add(String.format(""%s.longValue_03"", CacheObject.class.getName()));
    propertyList.add(String.format(""%s.longValue_04"", CacheObject.class.getName()));
    return propertyList;
}",class LogConfigurationException { Throwable getCause ( ) { return Throwable1; },exception_trans,24,0,1,0,FALSE,getCause,0,0,1,org.stephen.hashmap.Main,,[],[],org.apache.commons.logging.LogConfigurationException,,
12,../replication_package/raw_data/url147ce07ebe_JoshuaKissoon_Kademlia_tgz-pJ8-kademlia_simulations_RoutingTableStateTestingJ8/wala0cfa.csv,974,kademlia/KadServer.listen:()V,kademlia/operation/NodeLookupOperation.receive:(Lkademlia/message/Message;I)V,"private void listen() {
    try {
        while (isRunning) {
            try {
                byte[] buffer = new byte[DATAGRAM_BUFFER_SIZE];
                DatagramPacket packet = new DatagramPacket(buffer, buffer.length);
                socket.receive(packet);
                this.statistician.receivedData(packet.getLength());
                if (this.config.isTesting()) {
                    int pause = packet.getLength() / 100;
                    try {
                        Thread.sleep(pause);
                    } catch (InterruptedException ex) {
                    }
                }
                try (ByteArrayInputStream bin = new ByteArrayInputStream(packet.getData(), packet.getOffset(), packet.getLength());
                    DataInputStream din = new DataInputStream(bin)) {
                    int comm = din.readInt();
                    byte messCode = din.readByte();
                    Message msg = messageFactory.createMessage(messCode, din);
                    din.close();
                    Receiver receiver;
                    if (this.receivers.containsKey(comm)) {
                        synchronized (this) {
                            receiver = this.receivers.remove(comm);
                            TimerTask task = (TimerTask) tasks.remove(comm);
                            if (task != null) {
                                task.cancel();
                            }
                        }
                    } else {
                        receiver = messageFactory.createReceiver(messCode, this);
                    }
                    if (receiver != null) {
                        receiver.receive(msg, comm);
                    }
                }
            } catch (IOException e) {
                System.err.println(""Server ran into a problem in listener method. Message: "" + e.getMessage());
            }
        }
    } finally {
        if (!socket.isClosed()) {
            socket.close();
        }
        this.isRunning = false;
    }
}","@Override
public synchronized void receive(Message incoming, int comm) throws IOException {
    if (!(incoming instanceof NodeReplyMessage)) {
        return;
    }
    NodeReplyMessage msg = (NodeReplyMessage) incoming;
    Node origin = msg.getOrigin();
    this.localNode.getRoutingTable().insert(origin);
    this.nodes.put(origin, ASKED);
    this.messagesTransiting.remove(comm);
    this.addNodes(msg.getNodes());
    this.askNodesorFinish();
}",invocation_polymorphism,258,1,1,1,TRUE,receive,1,1,0,kademlia.KadServer,,[],[],kademlia.operation.NodeLookupOperation,[kademlia.operation.Operation][kademlia.message.Receiver],[]
12,../replication_package/raw_data/url147ce07ebe_JoshuaKissoon_Kademlia_tgz-pJ8-kademlia_simulations_RoutingTableStateTestingJ8/wala0cfa.csv,4407,kademlia/JKademliaNode.saveKadState:()V,com/google/gson/internal/$Gson$Types$WildcardTypeImpl.getLowerBounds:()[Ljava/lang/reflect/Type;,"@Override
public void saveKadState() throws IOException {
    DataOutputStream dout;
    dout = new DataOutputStream(new FileOutputStream(getStateStorageFolderName(this.ownerId, this.config) + File.separator + ""kad.kns""));
    new JsonSerializer<JKademliaNode>().write(this, dout);
    dout = new DataOutputStream(new FileOutputStream(getStateStorageFolderName(this.ownerId, this.config) + File.separator + ""node.kns""));
    new JsonSerializer<Node>().write(this.localNode, dout);
    dout = new DataOutputStream(new FileOutputStream(getStateStorageFolderName(this.ownerId, this.config) + File.separator + ""routingtable.kns""));
    new JsonRoutingTableSerializer(this.config).write(this.getRoutingTable(), dout);
    dout = new DataOutputStream(new FileOutputStream(getStateStorageFolderName(this.ownerId, this.config) + File.separator + ""dht.kns""));
    new JsonDHTSerializer().write(this.dht, dout);
}",class $Gson { Type[] getLowerBounds ( ) { return Type[]1; },trans,170,0,1,0,FALSE,getLowerBounds,0,0,0,kademlia.JKademliaNode,,[kademlia.KademliaNode],[],com.google.gson.internal.$Gson$Types$WildcardTypeImpl,,
13,../replication_package/raw_data/url3010dbde70_nbartlett_Sequence_Memoizer_tgz-pJ8-edu_columbia_stat_wood_pub_sequencememoizer_IntSequenceMemoizerJ8/wala0cfa.csv,231,edu/columbia/stat/wood/pub/sequencememoizer/IntSequenceMemoizer.main:([Ljava/lang/String;)V,edu/columbia/stat/wood/pub/sequencememoizer/util/Pair.hashCode:()I,"public static void main(String[] args) throws FileNotFoundException, IOException {
    IntSequenceMemoizerParameters smp = new IntSequenceMemoizerParameters(100);
    IntSequenceMemoizer sm = new IntSequenceMemoizer(smp);
    sm.continueSequence(new int[] { 97, 98, 99, 44, 97, 98, 99, 44, 97, 98, 99, 44, 97, 98, 99, 44, 97, 98, 99 });
    sm.sample(100);
    int[] samp = sm.generate(new int[] { 97, 98 }, 100);
    for (int i = 0; i < 100; i++) {
        System.out.println(samp[i]);
    }
}","@Override
public int hashCode() {
    int hash = 5;
    hash = 41 * hash + (this.first != null ? this.first.hashCode() : 0);
    hash = 41 * hash + (this.second != null ? this.second.hashCode() : 0);
    return hash;
}",trans,180,0,1,0,FALSE,hashCode,0,0,1,edu.columbia.stat.wood.pub.sequencememoizer.IntSequenceMemoizer,public static edu.columbia.stat.wood.pub.sequencememoizer.util.MersenneTwisterFast RNG;,[edu.columbia.stat.wood.pub.sequencememoizer.IntSequenceMemoizerInterface][java.io.Serializable],[],edu.columbia.stat.wood.pub.sequencememoizer.util.Pair,,
13,../replication_package/raw_data/url3010dbde70_nbartlett_Sequence_Memoizer_tgz-pJ8-edu_columbia_stat_wood_pub_sequencememoizer_IntSequenceMemoizerJ8/wala0cfa.csv,357,edu/columbia/stat/wood/pub/sequencememoizer/util/IntSamplingNode$TypeSeatingArrangement.check:()Z,edu/columbia/stat/wood/pub/sequencememoizer/util/Pair.equals:(Ljava/lang/Object;)Z,"public boolean check() {
    int c = 0, t = 0;
    for (int cust : sa) {
        c += cust;
        if (cust > 0) {
            t++;
        }
    }
    assert c == typeCustomers : ""c = "" + c + "" typeCustomers = "" + typeCustomers;
    assert t == typeTables;
    return true;
}","@Override
public boolean equals(Object o) {
    if (o == null) {
        return false;
    } else if (o.getClass() != this.getClass()) {
        return false;
    } else if (((Pair) o).first().equals(first) && ((Pair) o).second().equals(second)) {
        return true;
    } else {
        return false;
    }
}",trans,97,0,1,0,FALSE,equals,0,0,0,edu.columbia.stat.wood.pub.sequencememoizer.util.IntSamplingNode$TypeSeatingArrangement,final edu.columbia.stat.wood.pub.sequencememoizer.util.IntSamplingNode this$0;,[],[],edu.columbia.stat.wood.pub.sequencememoizer.util.Pair,,
13,../replication_package/raw_data/url3010dbde70_nbartlett_Sequence_Memoizer_tgz-pJ8-edu_columbia_stat_wood_pub_sequencememoizer_IntSequenceMemoizerJ8/wala0cfa.csv,358,edu/columbia/stat/wood/pub/sequencememoizer/util/IntSamplingNode$TypeSeatingArrangement.check:()Z,edu/columbia/stat/wood/pub/sequencememoizer/util/Pair.hashCode:()I,"public boolean check() {
    int c = 0, t = 0;
    for (int cust : sa) {
        c += cust;
        if (cust > 0) {
            t++;
        }
    }
    assert c == typeCustomers : ""c = "" + c + "" typeCustomers = "" + typeCustomers;
    assert t == typeTables;
    return true;
}","@Override
public int hashCode() {
    int hash = 5;
    hash = 41 * hash + (this.first != null ? this.first.hashCode() : 0);
    hash = 41 * hash + (this.second != null ? this.second.hashCode() : 0);
    return hash;
}",trans,97,0,1,0,FALSE,hashCode,0,0,0,edu.columbia.stat.wood.pub.sequencememoizer.util.IntSamplingNode$TypeSeatingArrangement,final edu.columbia.stat.wood.pub.sequencememoizer.util.IntSamplingNode this$0;,[],[],edu.columbia.stat.wood.pub.sequencememoizer.util.Pair,,
13,../replication_package/raw_data/url3010dbde70_nbartlett_Sequence_Memoizer_tgz-pJ8-edu_columbia_stat_wood_pub_sequencememoizer_IntSequenceMemoizerJ8/wala0cfa.csv,428,edu/columbia/stat/wood/pub/sequencememoizer/util/IntRestaurant.removeFromTree:(Ledu/columbia/stat/wood/pub/sequencememoizer/util/MutableLong;)V,edu/columbia/stat/wood/pub/sequencememoizer/util/MutableLong.decrement:()V,"public final void removeFromTree(MutableLong restCount) {
    parent.remove(edgeNode.intChunk()[edgeStart]);
    if (!parent.isEmpty()) {
        parent.decrementLeafNodeCount();
    }
    restCount.decrement();
}","public void decrement() {
    l--;
}",invocation_same_class,37,1,1,0,TRUE,decrement,1,1,0,edu.columbia.stat.wood.pub.sequencememoizer.util.IntRestaurant,"public edu.columbia.stat.wood.pub.sequencememoizer.util.IntRestaurant parent;, public edu.columbia.stat.wood.pub.sequencememoizer.util.IntSequence$IntSeqNode edgeNode;",[edu.columbia.stat.wood.pub.sequencememoizer.util.IntMap<edu.columbia.stat.wood.pub.sequencememoizer.util.IntRestaurant>][java.io.Serializable],[],edu.columbia.stat.wood.pub.sequencememoizer.util.MutableLong,[],[]
14,../replication_package/raw_data/url28dfd00382_byang223_TurnBAPI_tgz-pJ8-units_upgrades_UpgradeTestJ8/wala0cfa.csv,193,map/Tile.fillRankMap:()V,units/interactions/ButtonEvolve.toString:()Ljava/lang/String;,"private void fillRankMap() {
    rankMap = new HashMap<Integer, String>();
    rankMap.put(ORIGINAL_BACKGROUND_RANK, ""resources/tiles/tile.png"");
    rankMap.put(CURRENT_PLAYER_OWNED_BACKGROUND_RANK, ""resources/tiles/tile2.png"");
    rankMap.put(SELECTED_TILE_BACKGROUND_IMAGE_RANK, ""resources/tiles/tile3.png"");
    rankMap.put(IN_RANGE_TILE_BACKGROUND_RANK, ""resources/tiles/tile4.png"");
    rankMap.put(ATTACK_RANGE_TILE_BACKGROUND_RANK, ""resources/tiles/tile5.png"");
}","@Override
public String toString() {
    return ""Evolve"";
}",tostring_not_found_trans,37,0,1,0,FALSE,toString,0,0,0,map.Tile,,[java.io.Serializable],[],units.interactions.ButtonEvolve,[units.interactions.InteractionUnitButton][units.interactions.Interaction][java.io.Serializable][java.io.Serializable],[]
14,../replication_package/raw_data/url28dfd00382_byang223_TurnBAPI_tgz-pJ8-units_upgrades_UpgradeTestJ8/wala0cfa.csv,251,achievement/Achievement.notifyObservers:(Lachiever/Achiever;)V,achievement/AchievementKill.notifyObserver:(Lobservers/GameObserver;Lachiever/Achiever;)V,"public void notifyObservers(Achiever achiever) {
    for (GameObserver o : observers) {
        notifyObserver(o, achiever);
        setAchievementMessage(createAchievementMessage(achiever));
    }
}","class AchievementKill { void notifyObserver ( GameObserver a0, Achiever a1, ) { return void1; }",invocation_this,30,1,1,0,TRUE,notifyObserver,0,0,0,achievement.Achievement,,[],[achievement.AchievementDeathEffectsMap][achievement.AchievementTime],achievement.AchievementKill,[achievement.Achievement<attribute.AttributeKills>],[]
14,../replication_package/raw_data/url28dfd00382_byang223_TurnBAPI_tgz-pJ8-units_upgrades_UpgradeTestJ8/wala0cfa.csv,265,map/Tile.<init>:(II)V,com/golden/gamedev/object/background/ImageBackground.<init>:(Ljava/awt/image/BufferedImage;II)V,"public Tile(int xCor, int yCor) {
    tileRankList = new ArrayList<Integer>();
    fillRankMap();
    myEnvironment = new ArrayList<Environment>();
    tileDimX = 50;
    tileDimY = 50;
    try {
        myBackground = new ImageBackground(ImageUtil.resize(ImageIO.read(new File(rankMap.get(ORIGINAL_BACKGROUND_RANK))), tileDimX, tileDimY), tileDimX, tileDimY);
    } catch (IOException e) {
        e.printStackTrace();
    }
    x = xCor;
    y = yCor;
    tileCoordinateX = x / tileDimX;
    tileCoordinateY = y / tileDimY;
    renderable = true;
}","class ImageBackground { void <init> ( BufferedImage a0, int a1, int a2, ) { return void1; }",invocation_constructor,92,1,1,0,TRUE,ImageBackground,1,1,0,map.Tile,,[java.io.Serializable],[],com.golden.gamedev.object.background.ImageBackground,,
14,../replication_package/raw_data/url28dfd00382_byang223_TurnBAPI_tgz-pJ8-units_upgrades_UpgradeTestJ8/wala0cfa.csv,663,observers/ObserverUnlockUnits.notifyObserverTemplate:(Lachiever/Achiever;)V,units/interactions/UnitButtonAttack.toString:()Ljava/lang/String;,"@Override
public void notifyObserverTemplate(Achiever achiever) {
    if (achiever.getAttribute(Attribute.UNIT_GROUP) != null) {
        AchieverUnlockUnitModification unlockUnit = new AchieverUnlockUnitModification(achiever, unlockablesMap.get(nextUnlockLevel));
        unlockUnit.modify();
    } else {
        System.out.println(Attribute.INCORRECT_ATTRIBUTE_ERROR);
    }
}","@Override
public String toString() {
    return ""Attack"";
}",tostring_not_found_trans,27,0,1,0,FALSE,toString,0,0,0,observers.ObserverUnlockUnits,,[observers.GameObserver],[],units.interactions.UnitButtonAttack,[units.interactions.ButtonTargetRequired][units.interactions.InteractionUnitButton][units.interactions.Interaction][java.io.Serializable][java.io.Serializable][java.io.Serializable],[]
15,../replication_package/raw_data/url27a7ae3508_serkan_ozal_ocean_of_memories_tgz-pJ8-com_zeroturnaround_rebellabs_oceanofmemories_article1_objectlayout_ObjectMemoryLayoutDemoJ8/wala0cfa.csv,24,com/zeroturnaround/rebellabs/oceanofmemories/common/util/JvmUtil.init:()V,org/apache/log4j/config/PropertySetterException.getMessage:()Ljava/lang/String;,"private static void init() {
    if (isJvmSupported() == false) {
        throw new AssertionError(""JVM is not supported: "" + JVM_NAME);
    }
    try {
        Field unsafeField = Unsafe.class.getDeclaredField(""theUnsafe"");
        unsafeField.setAccessible(true);
        unsafe = (Unsafe) unsafeField.get(null);
    } catch (NoSuchFieldException e) {
        throw new RuntimeException(""Unable to get unsafe"", e);
    } catch (IllegalAccessException e) {
        throw new RuntimeException(""Unable to get unsafe"", e);
    }
    try {
        findProcessId();
    } catch (Exception e) {
        throw new RuntimeException(""Couldn't find current process id"", e);
    }
    objArray = new Object[1];
    int headerSize;
    try {
        long off1 = unsafe.objectFieldOffset(HeaderClass.class.getField(""b1""));
        headerSize = (int) off1;
    } catch (NoSuchFieldException e) {
        throw new RuntimeException(""Unable to calculate header size"", e);
    }
    JvmUtil.addressSize = unsafe.addressSize();
    JvmUtil.baseOffset = unsafe.arrayBaseOffset(Object[].class);
    JvmUtil.indexScale = unsafe.arrayIndexScale(Object[].class);
    JvmUtil.headerSize = headerSize;
    JvmUtil.arrayHeaderSize = headerSize + indexScale;
    JvmUtil.options = findOptions();
    switch(addressSize) {
        case SIZE_32_BIT:
            if (isHotspotJvm()) {
                JvmUtil.classDefPointerOffsetInObject = CLASS_DEF_POINTER_OFFSET_IN_OBJECT_FOR_32_BIT;
                if (isJava_6()) {
                    JvmUtil.classDefPointerOffsetInClass = CLASS_DEF_POINTER_OFFSET_IN_CLASS_32_BIT_FOR_JAVA_6;
                } else if (isJava_7()) {
                    JvmUtil.classDefPointerOffsetInClass = CLASS_DEF_POINTER_OFFSET_IN_CLASS_32_BIT_FOR_JAVA_7;
                } else if (isJava_8()) {
                    JvmUtil.classDefPointerOffsetInClass = CLASS_DEF_POINTER_OFFSET_IN_CLASS_32_BIT_FOR_JAVA_8;
                } else {
                    throw new AssertionError(""Java version is not supported: "" + JAVA_SPEC_VERSION);
                }
                JvmUtil.sizeFieldOffsetOffsetInClass = SIZE_FIELD_OFFSET_IN_CLASS_32_BIT;
                jvmAwareUtil = new Address32BitJvmUtil();
            } else if (isJRockitJvm()) {
                jvmAwareUtil = new Address32BitJRockitJvmUtil();
            }
            break;
        case SIZE_64_BIT:
            if (isHotspotJvm()) {
                JvmUtil.classDefPointerOffsetInObject = CLASS_DEF_POINTER_OFFSET_IN_OBJECT_FOR_64_BIT;
                if (isJava_6()) {
                    if (options.compressedRef) {
                        JvmUtil.classDefPointerOffsetInClass = CLASS_DEF_POINTER_OFFSET_IN_CLASS_64_BIT_WITH_COMPRESSED_REF_FOR_JAVA_6;
                        jvmAwareUtil = new Address64BitWithCompressedOopsJvmUtil();
                    } else {
                        JvmUtil.classDefPointerOffsetInClass = CLASS_DEF_POINTER_OFFSET_IN_CLASS_64_BIT_WITHOUT_COMPRESSED_REF_FOR_JAVA_6;
                        jvmAwareUtil = new Address64BitWithoutCompressedOopsJvmUtil();
                    }
                } else if (isJava_7()) {
                    if (options.compressedRef) {
                        JvmUtil.classDefPointerOffsetInClass = CLASS_DEF_POINTER_OFFSET_IN_CLASS_64_BIT_WITH_COMPRESSED_REF_FOR_JAVA_7;
                        jvmAwareUtil = new Address64BitWithCompressedOopsJvmUtil();
                    } else {
                        JvmUtil.classDefPointerOffsetInClass = CLASS_DEF_POINTER_OFFSET_IN_CLASS_64_BIT_WITHOUT_COMPRESSED_REF_FOR_JAVA_7;
                        jvmAwareUtil = new Address64BitWithoutCompressedOopsJvmUtil();
                    }
                } else if (isJava_8()) {
                    if (options.compressedRef) {
                        JvmUtil.classDefPointerOffsetInClass = CLASS_DEF_POINTER_OFFSET_IN_CLASS_64_BIT_WITH_COMPRESSED_REF_FOR_JAVA_8;
                        jvmAwareUtil = new Address64BitWithCompressedOopsJvmUtil();
                    } else {
                        JvmUtil.classDefPointerOffsetInClass = CLASS_DEF_POINTER_OFFSET_IN_CLASS_64_BIT_WITHOUT_COMPRESSED_REF_FOR_JAVA_8;
                        jvmAwareUtil = new Address64BitWithoutCompressedOopsJvmUtil();
                    }
                } else {
                    throw new AssertionError(""Java version is not supported: "" + JAVA_SPEC_VERSION);
                }
                JvmUtil.sizeFieldOffsetOffsetInClass = SIZE_FIELD_OFFSET_IN_CLASS_64_BIT;
            } else if (isJRockitJvm()) {
                if (options.compressedRef) {
                    jvmAwareUtil = new Address64BitWithCompressedOopsJRockitJvmUtil();
                } else {
                    jvmAwareUtil = new Address64BitWithoutCompressedOopsJRockitJvmUtil();
                }
            }
            break;
        default:
            throw new AssertionError(""Unsupported address size: "" + addressSize);
    }
}",class PropertySetterException { String getMessage ( ) { return String1; },exception_info,118,0,1,0,FALSE,getMessage,0,0,1,com.zeroturnaround.rebellabs.oceanofmemories.common.util.JvmUtil,"public static final java.lang.String JAVA_6;, public static final java.lang.String JAVA_7;, public static final java.lang.String JAVA_8;, public static final java.lang.String JAVA_VERSION;, public static final java.lang.String JAVA_SPEC_VERSION;, public static final java.lang.String JAVA_RUNTIME_VERSION;, public static final java.lang.String JAVA_VENDOR;, public static final java.lang.String JVM_VENDOR;, public static final java.lang.String JVM_VERSION;, public static final java.lang.String JVM_NAME;, public static final java.lang.String OS_ARCH;, public static final java.lang.String OS_NAME;, public static final java.lang.String OS_VERSION;, public static final com.zeroturnaround.rebellabs.oceanofmemories.common.util.JvmUtil$JavaVersionInfo JAVA_VERSION_INFO;, public static final com.zeroturnaround.rebellabs.oceanofmemories.common.util.JvmUtil$JvmInfo JVM_INFO;, public static final byte BITS_32;, public static final byte BITS_64;, public static final byte SIZE_32_BIT;, public static final byte SIZE_64_BIT;, public static final byte DEFAULT_COMPRESSED_REF_SHIFT_SIZE;, public static final byte INVALID_ADDRESS;, public static final byte ADDRESSING_4_BYTE;, public static final byte ADDRESSING_8_BYTE;, public static final byte ADDRESSING_16_BYTE;",[],[],org.apache.log4j.config.PropertySetterException,,
15,../replication_package/raw_data/url27a7ae3508_serkan_ozal_ocean_of_memories_tgz-pJ8-com_zeroturnaround_rebellabs_oceanofmemories_article1_objectlayout_ObjectMemoryLayoutDemoJ8/wala0cfa.csv,37,com/zeroturnaround/rebellabs/oceanofmemories/common/util/JvmUtil.fieldsLayoutAsString:(Ljava/lang/Class;)Ljava/lang/String;,org/apache/log4j/Priority.toString:()Ljava/lang/String;,"@SuppressWarnings({ ""unchecked"" })
public static String fieldsLayoutAsString(Class<?> clazz) {
    TreeMap<Long, String> fields = new TreeMap<Long, String>();
    for (Class<?> c = clazz; c != null; c = c.getSuperclass()) {
        for (Field f : c.getDeclaredFields()) {
            if (Modifier.isStatic(f.getModifiers()) == false) {
                fields.put(unsafe.objectFieldOffset(f), f.getDeclaringClass().getSimpleName() + ""."" + f.getName());
            }
        }
    }
    fields.put(shallowSizeOfInstance(clazz), ""#shallowSizeOfInstance("" + clazz.getName() + "")"");
    StringBuilder b = new StringBuilder();
    Object[] entries = fields.entrySet().toArray();
    for (int i = 0; i < entries.length; i++) {
        Map.Entry<Long, String> e = (Map.Entry<Long, String>) entries[i];
        Map.Entry<Long, String> next = (i + 1 < entries.length ? (Map.Entry<Long, String>) entries[i + 1] : null);
        b.append(String.format(""@%02d %2s %s\n"", e.getKey(), next == null ? """" : next.getKey() - e.getKey(), e.getValue()));
    }
    return b.toString();
}",class Priority { String toString ( ) { return String1; },invocation_new,15,0,1,0,TRUE,toString,0,0,1,com.zeroturnaround.rebellabs.oceanofmemories.common.util.JvmUtil,"public static final java.lang.String JAVA_6;, public static final java.lang.String JAVA_7;, public static final java.lang.String JAVA_8;, public static final java.lang.String JAVA_VERSION;, public static final java.lang.String JAVA_SPEC_VERSION;, public static final java.lang.String JAVA_RUNTIME_VERSION;, public static final java.lang.String JAVA_VENDOR;, public static final java.lang.String JVM_VENDOR;, public static final java.lang.String JVM_VERSION;, public static final java.lang.String JVM_NAME;, public static final java.lang.String OS_ARCH;, public static final java.lang.String OS_NAME;, public static final java.lang.String OS_VERSION;, public static final com.zeroturnaround.rebellabs.oceanofmemories.common.util.JvmUtil$JavaVersionInfo JAVA_VERSION_INFO;, public static final com.zeroturnaround.rebellabs.oceanofmemories.common.util.JvmUtil$JvmInfo JVM_INFO;, public static final byte BITS_32;, public static final byte BITS_64;, public static final byte SIZE_32_BIT;, public static final byte SIZE_64_BIT;, public static final byte DEFAULT_COMPRESSED_REF_SHIFT_SIZE;, public static final byte INVALID_ADDRESS;, public static final byte ADDRESSING_4_BYTE;, public static final byte ADDRESSING_8_BYTE;, public static final byte ADDRESSING_16_BYTE;",[],[],org.apache.log4j.Priority,,
